interaction_id,filename,age,interaction_start,interaction_end,speaker,utterance_start,utterance_end,duration,norm_start,norm_end
SOD_3942_17700000_18000000_random-12.eaf_0,SOD_3942_17700000_18000000_random-12.eaf,19,130.05,155.25,FA1,150.46,152.24,1.78,0.81,0.881
SOD_3942_17700000_18000000_random-12.eaf_0,SOD_3942_17700000_18000000_random-12.eaf,19,130.05,155.25,CHI,152.48,153.05,0.57,0.89,0.913
SOD_3942_17700000_18000000_random-12.eaf_0,SOD_3942_17700000_18000000_random-12.eaf,19,130.05,155.25,FA1,153.48,155.25,1.77,0.93,1.0
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,186.58,187.78,1.2,0.0,0.021
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,188.07,189.23,1.16,0.027,0.047
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,190.14,191.25,1.11,0.063,0.083
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,192.27,193.35,1.08,0.101,0.12
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,195.85,197.74,1.89,0.165,0.199
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,198.06,199.14,1.08,0.204,0.223
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,FA1,199.16,200.2,1.04,0.224,0.242
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,202.88,203.84,0.96,0.29,0.307
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,206.29,208.38,2.09,0.351,0.388
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,209.55,209.97,0.42,0.409,0.416
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,UC1,211.38,212.19,0.81,0.441,0.456
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,212.18,214.68,2.5,0.455,0.5
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,UC1,214.48,215.07,0.59,0.496,0.507
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,222.88,223.38,0.5,0.646,0.655
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,UC1,224.345,224.765,0.42,0.672,0.679
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,227.51,229.42,1.91,0.728,0.762
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,231.94,234.37,2.43,0.807,0.85
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,UC1,235.99,236.33,0.34,0.879,0.885
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,CHI,237.11,239.52,2.41,0.899,0.942
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,UC1,240.3,241.04,0.74,0.956,0.969
COU_S1WR_030101_19500000_19800000_random-13.eaf_0,COU_S1WR_030101_19500000_19800000_random-13.eaf,37,186.58,242.79,FA1,242.3,242.79,0.49,0.991,1.0
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,169.66,172.49,2.83,0.0,0.038
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,173.2,175.15,1.95,0.047,0.073
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,178.3,184.95,6.65,0.115,0.203
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,186.27,186.65,0.38,0.22,0.225
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,193.9,195.77,1.87,0.321,0.346
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FA1,198.06,199.1,1.04,0.377,0.39
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,198.52,200.43,1.91,0.383,0.408
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FA1,199.45,200.77,1.32,0.395,0.412
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,201.29,202.43,1.14,0.419,0.435
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FA1,202.07,202.85,0.78,0.43,0.44
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,202.88,204.11,1.23,0.44,0.457
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FA1,202.92,206.43,3.51,0.441,0.488
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,204.66,205.95,1.29,0.464,0.481
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FA1,207.13,211.39,4.26,0.497,0.553
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,210.33,211.05,0.72,0.539,0.549
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,MA1,213.66,214.78,1.12,0.583,0.598
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,215.08,219.676,4.596,0.602,0.663
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FA1,216.75,219.68,2.93,0.624,0.663
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,225.36,230.25,4.89,0.739,0.803
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FC1,230.739,231.51,0.771,0.81,0.82
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,234.202,235.25,1.048,0.856,0.87
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,MA1,235.36,235.97,0.61,0.871,0.879
COU_ML27_020619_12300000_12600000_random-6.eaf_0,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,244.49,245.08,0.59,0.992,1.0
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,169.66,172.49,2.83,0.0,0.038
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,173.2,175.15,1.95,0.047,0.073
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,178.3,184.95,6.65,0.115,0.203
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,186.27,186.65,0.38,0.22,0.225
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,193.9,195.77,1.87,0.321,0.346
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FA1,198.06,199.1,1.04,0.377,0.39
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,198.52,200.43,1.91,0.383,0.408
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FA1,199.45,200.77,1.32,0.395,0.412
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,201.29,202.43,1.14,0.419,0.435
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FA1,202.07,202.85,0.78,0.43,0.44
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,202.88,204.11,1.23,0.44,0.457
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FA1,202.92,206.43,3.51,0.441,0.488
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,204.66,205.95,1.29,0.464,0.481
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FA1,207.13,211.39,4.26,0.497,0.553
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,210.33,211.05,0.72,0.539,0.549
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,MA1,213.66,214.78,1.12,0.583,0.598
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,215.08,219.676,4.596,0.602,0.663
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FA1,216.75,219.68,2.93,0.624,0.663
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,225.36,230.25,4.89,0.739,0.803
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,FC1,230.739,231.51,0.771,0.81,0.82
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,234.202,235.25,1.048,0.856,0.87
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,MA1,235.36,235.97,0.61,0.871,0.879
COU_ML27_020619_12300000_12600000_random-6.eaf_1,COU_ML27_020619_12300000_12600000_random-6.eaf,31,169.66,245.08,CHI,244.49,245.08,0.59,0.992,1.0
COU_KC10_020812_41100000_41400000_random-15.eaf_0,COU_KC10_020812_41100000_41400000_random-15.eaf,32,124.24,138.66,CHI,124.24,125.24,1.0,0.0,0.069
COU_KC10_020812_41100000_41400000_random-15.eaf_0,COU_KC10_020812_41100000_41400000_random-15.eaf,32,124.24,138.66,CHI,125.81,126.97,1.16,0.109,0.189
COU_KC10_020812_41100000_41400000_random-15.eaf_0,COU_KC10_020812_41100000_41400000_random-15.eaf,32,124.24,138.66,UC1,127.44,128.3,0.86,0.222,0.282
COU_KC10_020812_41100000_41400000_random-15.eaf_0,COU_KC10_020812_41100000_41400000_random-15.eaf,32,124.24,138.66,CHI,129.21,129.77,0.56,0.345,0.383
COU_KC10_020812_41100000_41400000_random-15.eaf_0,COU_KC10_020812_41100000_41400000_random-15.eaf,32,124.24,138.66,FA1,134.32,134.87,0.55,0.699,0.737
COU_KC10_020812_41100000_41400000_random-15.eaf_0,COU_KC10_020812_41100000_41400000_random-15.eaf,32,124.24,138.66,CHI,134.55,135.03,0.48,0.715,0.748
COU_KC10_020812_41100000_41400000_random-15.eaf_0,COU_KC10_020812_41100000_41400000_random-15.eaf,32,124.24,138.66,CHI,135.59,136.53,0.94,0.787,0.852
COU_KC10_020812_41100000_41400000_random-15.eaf_0,COU_KC10_020812_41100000_41400000_random-15.eaf,32,124.24,138.66,CHI,138.07,138.66,0.59,0.959,1.0
COU_KC10_020812_41100000_41400000_random-15.eaf_1,COU_KC10_020812_41100000_41400000_random-15.eaf,32,149.89,168.08,FC1,149.89,151.33,1.44,0.0,0.079
COU_KC10_020812_41100000_41400000_random-15.eaf_1,COU_KC10_020812_41100000_41400000_random-15.eaf,32,149.89,168.08,FA1,151.98,152.2,0.22,0.115,0.127
COU_KC10_020812_41100000_41400000_random-15.eaf_1,COU_KC10_020812_41100000_41400000_random-15.eaf,32,149.89,168.08,FA1,153.192,153.582,0.39,0.182,0.203
COU_KC10_020812_41100000_41400000_random-15.eaf_1,COU_KC10_020812_41100000_41400000_random-15.eaf,32,149.89,168.08,CHI,157.245,157.605,0.36,0.404,0.424
COU_KC10_020812_41100000_41400000_random-15.eaf_1,COU_KC10_020812_41100000_41400000_random-15.eaf,32,149.89,168.08,CHI,159.354,162.54,3.186,0.52,0.695
COU_KC10_020812_41100000_41400000_random-15.eaf_1,COU_KC10_020812_41100000_41400000_random-15.eaf,32,149.89,168.08,FC1,162.03,162.74,0.71,0.667,0.706
COU_KC10_020812_41100000_41400000_random-15.eaf_1,COU_KC10_020812_41100000_41400000_random-15.eaf,32,149.89,168.08,CHI,162.81,164.32,1.51,0.71,0.793
COU_KC10_020812_41100000_41400000_random-15.eaf_1,COU_KC10_020812_41100000_41400000_random-15.eaf,32,149.89,168.08,FC1,164.91,165.49,0.58,0.826,0.858
COU_KC10_020812_41100000_41400000_random-15.eaf_1,COU_KC10_020812_41100000_41400000_random-15.eaf,32,149.89,168.08,CHI,166.43,168.08,1.65,0.909,1.0
COU_AM28_010709_42600000_42900000_random-4.eaf_0,COU_AM28_010709_42600000_42900000_random-4.eaf,19,67.116,72.341,FA1,67.116,67.554,0.438,0.0,0.084
COU_AM28_010709_42600000_42900000_random-4.eaf_0,COU_AM28_010709_42600000_42900000_random-4.eaf,19,67.116,72.341,FA1,68.018,68.296,0.278,0.173,0.226
COU_AM28_010709_42600000_42900000_random-4.eaf_0,COU_AM28_010709_42600000_42900000_random-4.eaf,19,67.116,72.341,CHI,70.55,70.798,0.248,0.657,0.705
COU_AM28_010709_42600000_42900000_random-4.eaf_0,COU_AM28_010709_42600000_42900000_random-4.eaf,19,67.116,72.341,MA1,71.572,72.341,0.769,0.853,1.0
COU_AM28_010709_42600000_42900000_random-4.eaf_1,COU_AM28_010709_42600000_42900000_random-4.eaf,19,132.78,147.53,CHI,132.78,133.09,0.31,0.0,0.021
COU_AM28_010709_42600000_42900000_random-4.eaf_1,COU_AM28_010709_42600000_42900000_random-4.eaf,19,132.78,147.53,MA1,133.63,133.877,0.247,0.058,0.074
COU_AM28_010709_42600000_42900000_random-4.eaf_1,COU_AM28_010709_42600000_42900000_random-4.eaf,19,132.78,147.53,CHI,136.301,136.63,0.329,0.239,0.261
COU_AM28_010709_42600000_42900000_random-4.eaf_1,COU_AM28_010709_42600000_42900000_random-4.eaf,19,132.78,147.53,MA1,136.69,137.21,0.52,0.265,0.3
COU_AM28_010709_42600000_42900000_random-4.eaf_1,COU_AM28_010709_42600000_42900000_random-4.eaf,19,132.78,147.53,FA1,137.463,137.822,0.359,0.317,0.342
COU_AM28_010709_42600000_42900000_random-4.eaf_1,COU_AM28_010709_42600000_42900000_random-4.eaf,19,132.78,147.53,FA1,139.113,139.743,0.63,0.429,0.472
COU_AM28_010709_42600000_42900000_random-4.eaf_1,COU_AM28_010709_42600000_42900000_random-4.eaf,19,132.78,147.53,FA1,140.466,141.072,0.606,0.521,0.562
COU_AM28_010709_42600000_42900000_random-4.eaf_1,COU_AM28_010709_42600000_42900000_random-4.eaf,19,132.78,147.53,CHI,141.484,142.116,0.632,0.59,0.633
COU_AM28_010709_42600000_42900000_random-4.eaf_1,COU_AM28_010709_42600000_42900000_random-4.eaf,19,132.78,147.53,FA1,144.08,145.058,0.978,0.766,0.832
COU_AM28_010709_42600000_42900000_random-4.eaf_1,COU_AM28_010709_42600000_42900000_random-4.eaf,19,132.78,147.53,FA1,145.595,147.53,1.935,0.869,1.0
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,CHI,1.717,5.38,3.663,0.0,0.065
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,CHI,9.36,12.204,2.844,0.136,0.187
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,MA1,11.033,12.508,1.475,0.166,0.193
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,CHI,12.221,13.468,1.247,0.187,0.21
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,MA1,13.048,13.539,0.491,0.202,0.211
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,FA1,13.713,16.509,2.796,0.214,0.264
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,FA1,17.352,18.356,1.004,0.279,0.297
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,CHI,20.98,24.49,3.51,0.344,0.406
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,CHI,24.87,27.19,2.32,0.413,0.455
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,FC1,28.08,29.29,1.21,0.47,0.492
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,CHI,29.49,30.61,1.12,0.496,0.516
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,CHI,36.75,38.62,1.87,0.625,0.658
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,MA1,38.6,39.54,0.94,0.658,0.675
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,CHI,43.46,44.95,1.49,0.745,0.771
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,CHI,45.54,46.01,0.47,0.782,0.79
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,FC1,46.81,47.62,0.81,0.805,0.819
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,MA1,47.29,48.64,1.35,0.813,0.837
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,CHI,48.59,49.31,0.72,0.836,0.849
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,MA1,49.29,50.26,0.97,0.849,0.866
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,MA1,50.34,51.53,1.19,0.868,0.889
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,MA1,53.25,53.59,0.34,0.92,0.926
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,CHI,54.22,56.49,2.27,0.937,0.977
COU_ML27_020619_28200000_28500000_random-24.eaf_0,COU_ML27_020619_28200000_28500000_random-24.eaf,31,1.717,57.76,MA1,56.37,57.76,1.39,0.975,1.0
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,149.81,151.58,1.77,0.0,0.041
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,151.79,154.43,2.64,0.046,0.108
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,MA1,154.884,156.52,1.636,0.118,0.157
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,158.559,159.329,0.77,0.204,0.222
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,FA1,160.87,161.9,1.03,0.258,0.282
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,161.92,162.36,0.44,0.282,0.293
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,FA1,162.35,162.72,0.37,0.293,0.301
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,162.81,163.51,0.7,0.303,0.32
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,FA1,163.81,164.662,0.852,0.327,0.346
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,164.718,165.385,0.667,0.348,0.363
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,173.4,174.17,0.77,0.55,0.568
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,175.21,177.45,2.24,0.592,0.645
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,178.05,178.78,0.73,0.659,0.676
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,179.29,180.49,1.2,0.688,0.716
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,181.079,182.16,1.081,0.729,0.755
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,182.86,184.11,1.25,0.771,0.8
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,188.54,189.56,1.02,0.903,0.927
COU_ML27_020619_28200000_28500000_random-24.eaf_1,COU_ML27_020619_28200000_28500000_random-24.eaf,31,149.81,192.68,CHI,189.92,192.68,2.76,0.936,1.0
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,CHI,182.375,183.477,1.102,0.0,0.01
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,CHI,183.875,185.036,1.161,0.013,0.023
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,MA1,186.007,187.007,1.0,0.032,0.041
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,CHI,191.217,192.235,1.018,0.078,0.086
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,CHI,197.389,197.595,0.206,0.132,0.133
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,MA1,198.176,198.764,0.588,0.139,0.144
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,CHI,199.514,199.83,0.316,0.15,0.153
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,CHI,208.536,209.776,1.24,0.229,0.24
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,MA1,210.08,210.735,0.655,0.243,0.249
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,MA1,210.926,211.595,0.669,0.25,0.256
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,MA1,213.007,214.503,1.496,0.269,0.282
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,FA1,213.051,213.948,0.897,0.269,0.277
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,MA1,216.375,217.551,1.176,0.298,0.308
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,MA1,218.654,219.942,1.288,0.318,0.329
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,MA1,223.301,224.007,0.706,0.359,0.365
COU_WM15_020510_20100000_20400000_random-15.eaf_0,COU_WM15_020510_20100000_20400000_random-15.eaf,29,182.375,296.445,MA1,224.448,225.154,0.706,0.369,0.375
