interaction_id,filename,age,interaction_start,interaction_end,speaker,utterance_start,utterance_end,duration,norm_start,norm_end
COU_AM28_010709_12000000_12300000_random-10.eaf_0,COU_AM28_010709_12000000_12300000_random-10.eaf,19,136.999,159.317,CHI,136.999,137.515,0.516,0.0,0.023
COU_AM28_010709_12000000_12300000_random-10.eaf_0,COU_AM28_010709_12000000_12300000_random-10.eaf,19,136.999,159.317,FA1,137.717,138.383,0.666,0.032,0.062
COU_AM28_010709_12000000_12300000_random-10.eaf_0,COU_AM28_010709_12000000_12300000_random-10.eaf,19,136.999,159.317,CHI,139.58,139.861,0.281,0.116,0.128
COU_AM28_010709_12000000_12300000_random-10.eaf_0,COU_AM28_010709_12000000_12300000_random-10.eaf,19,136.999,159.317,FA1,141.478,142.326,0.848,0.201,0.239
COU_AM28_010709_12000000_12300000_random-10.eaf_0,COU_AM28_010709_12000000_12300000_random-10.eaf,19,136.999,159.317,CHI,143.041,143.799,0.758,0.271,0.305
COU_AM28_010709_12000000_12300000_random-10.eaf_0,COU_AM28_010709_12000000_12300000_random-10.eaf,19,136.999,159.317,FA2,143.995,144.63,0.635,0.313,0.342
COU_AM28_010709_12000000_12300000_random-10.eaf_0,COU_AM28_010709_12000000_12300000_random-10.eaf,19,136.999,159.317,FA1,145.132,146.06,0.928,0.364,0.406
COU_AM28_010709_12000000_12300000_random-10.eaf_0,COU_AM28_010709_12000000_12300000_random-10.eaf,19,136.999,159.317,CHI,152.362,153.248,0.886,0.688,0.728
COU_AM28_010709_12000000_12300000_random-10.eaf_0,COU_AM28_010709_12000000_12300000_random-10.eaf,19,136.999,159.317,CHI,153.781,154.617,0.836,0.752,0.789
COU_AM28_010709_12000000_12300000_random-10.eaf_0,COU_AM28_010709_12000000_12300000_random-10.eaf,19,136.999,159.317,CHI,157.144,159.317,2.173,0.903,1.0
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,0.709,3.083,2.374,0.0,0.026
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,9.614,11.519,1.905,0.097,0.117
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,12.155,14.836,2.681,0.124,0.154
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,16.976,18.876,1.9,0.177,0.197
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,20.11,21.911,1.801,0.211,0.23
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,22.743,25.096,2.353,0.239,0.265
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,26.096,26.665,0.569,0.276,0.282
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,30.477,31.572,1.095,0.324,0.335
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,32.74,35.079,2.339,0.348,0.374
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,35.726,38.397,2.671,0.381,0.41
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,38.684,39.134,0.45,0.413,0.418
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,45.759,45.925,0.166,0.49,0.491
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,47.266,51.363,4.097,0.506,0.551
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,MA1,51.832,52.267,0.435,0.556,0.56
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,54.011,56.811,2.8,0.579,0.61
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,57.885,60.373,2.488,0.621,0.648
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,60.956,62.785,1.829,0.655,0.675
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,68.564,69.466,0.902,0.737,0.747
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,MA1,71.909,73.161,1.252,0.774,0.787
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,73.402,76.87,3.468,0.79,0.828
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,78.133,79.814,1.681,0.841,0.86
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,81.264,82.284,1.02,0.875,0.887
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,82.618,84.672,2.054,0.89,0.913
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,MA1,84.498,85.462,0.964,0.911,0.921
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,FC1,86.672,87.449,0.777,0.934,0.943
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,FC1,87.599,88.5,0.901,0.944,0.954
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,87.634,88.257,0.623,0.945,0.951
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,88.712,89.304,0.592,0.956,0.963
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,FC1,89.421,89.8,0.379,0.964,0.968
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,CHI,90.844,92.039,1.195,0.98,0.993
COU_NF30_020511_5700000_6000000_random-18.eaf_0,COU_NF30_020511_5700000_6000000_random-18.eaf,29,0.709,92.72,FC1,92.278,92.72,0.442,0.995,1.0
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,CHI,102.814,103.847,1.033,0.0,0.023
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,MA1,103.904,104.85,0.946,0.024,0.045
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,MA1,105.609,106.363,0.754,0.061,0.078
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,MA1,106.753,107.429,0.676,0.086,0.101
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,FC1,106.897,108.259,1.362,0.089,0.119
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,MA1,108.32,109.55,1.23,0.12,0.147
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,CHI,112.1,112.804,0.704,0.203,0.219
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,CHI,113.726,117.309,3.583,0.239,0.317
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,CHI,121.787,123.765,1.978,0.415,0.458
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,CHI,127.486,129.304,1.818,0.54,0.579
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,MA1,128.885,129.786,0.901,0.57,0.59
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,CHI,129.815,131.57,1.755,0.591,0.629
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,MA1,130.371,130.658,0.287,0.603,0.609
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,MA1,131.556,132.205,0.649,0.629,0.643
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,CHI,132.365,133.128,0.763,0.646,0.663
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,MA1,132.985,133.268,0.283,0.66,0.666
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,CHI,134.442,136.601,2.159,0.692,0.739
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,MA1,136.484,137.922,1.438,0.736,0.768
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,MA1,138.664,139.124,0.46,0.784,0.794
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,FC1,138.952,139.624,0.672,0.79,0.805
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,CHI,140.275,141.237,0.962,0.819,0.84
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,MA1,142.341,143.018,0.677,0.865,0.879
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,CHI,143.264,144.525,1.261,0.885,0.912
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,MA1,144.683,145.369,0.686,0.916,0.931
COU_NF30_020511_5700000_6000000_random-18.eaf_1,COU_NF30_020511_5700000_6000000_random-18.eaf,29,102.814,148.534,CHI,147.577,148.534,0.957,0.979,1.0
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,159.136,162.888,3.752,0.0,0.028
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,163.856,166.161,2.305,0.035,0.052
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,168.475,169.655,1.18,0.069,0.078
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,170.45,172.034,1.584,0.083,0.095
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,172.2,173.649,1.449,0.096,0.107
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,173.991,175.559,1.568,0.109,0.121
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,175.923,177.902,1.979,0.124,0.138
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,178.325,180.389,2.064,0.141,0.157
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,180.903,182.85,1.947,0.16,0.175
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,183.645,185.245,1.6,0.181,0.192
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,185.823,187.363,1.54,0.197,0.208
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,187.793,188.969,1.176,0.211,0.22
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,189.498,190.536,1.038,0.224,0.231
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,FC1,190.286,191.095,0.809,0.23,0.236
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,191.358,193.325,1.967,0.237,0.252
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,MA1,192.558,194.217,1.659,0.246,0.259
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,FC1,193.373,194.242,0.869,0.252,0.259
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,194.592,194.928,0.336,0.261,0.264
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,195.307,196.289,0.982,0.267,0.274
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,FC1,195.409,196.793,1.384,0.267,0.278
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,FC1,197.057,197.601,0.544,0.28,0.284
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,198.26,199.785,1.525,0.288,0.3
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,FC1,199.44,200.588,1.148,0.297,0.306
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,200.589,200.914,0.325,0.306,0.308
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,MA1,201.192,201.637,0.445,0.31,0.313
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,201.276,202.309,1.033,0.311,0.318
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,FC1,202.072,202.937,0.865,0.316,0.323
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,204.557,205.643,1.086,0.335,0.343
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,FC1,205.881,207.045,1.164,0.345,0.353
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,207.255,207.442,0.187,0.355,0.356
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,207.818,208.93,1.112,0.359,0.367
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,FC1,208.983,210.463,1.48,0.367,0.378
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,209.548,210.273,0.725,0.372,0.377
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,210.907,212.098,1.191,0.382,0.39
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,212.643,215.169,2.526,0.394,0.413
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,FC1,213.584,215.085,1.501,0.401,0.412
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,217.124,218.571,1.447,0.427,0.438
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,FC1,217.503,218.853,1.35,0.43,0.44
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,219.41,222.02,2.61,0.444,0.463
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,222.718,223.814,1.096,0.469,0.477
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,224.124,225.937,1.813,0.479,0.492
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,226.317,226.978,0.661,0.495,0.5
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,227.296,228.56,1.264,0.502,0.512
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,228.962,229.352,0.39,0.515,0.518
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,229.744,231.349,1.605,0.52,0.532
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,231.853,233.576,1.723,0.536,0.549
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,234.045,235.759,1.714,0.552,0.565
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,236.297,238.085,1.788,0.569,0.582
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,238.795,240.328,1.533,0.587,0.598
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,242.073,243.624,1.551,0.611,0.623
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,250.04,251.841,1.801,0.67,0.683
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,252.223,253.922,1.699,0.686,0.699
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,MA1,253.333,254.311,0.978,0.694,0.702
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,255.415,257.044,1.629,0.71,0.722
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,259.442,260.967,1.525,0.739,0.751
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,261.365,262.29,0.925,0.753,0.76
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,265.694,268.63,2.936,0.785,0.807
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,275.43,276.982,1.552,0.857,0.869
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,283.321,283.961,0.64,0.915,0.92
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,284.666,286.233,1.567,0.925,0.937
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,287.872,288.418,0.546,0.949,0.953
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,289.25,291.278,2.028,0.959,0.974
COU_NF30_020511_5700000_6000000_random-18.eaf_2,COU_NF30_020511_5700000_6000000_random-18.eaf,29,159.136,294.809,CHI,294.499,294.809,0.31,0.998,1.0
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,CHI,256.82,258.36,1.54,0.0,0.036
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,CHI,259.346,260.193,0.847,0.059,0.079
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,CHI,261.22,261.61,0.39,0.103,0.112
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,CHI,266.15,266.73,0.58,0.218,0.232
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,CHI,276.22,276.99,0.77,0.453,0.471
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,CHI,277.18,279.86,2.68,0.476,0.539
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,CHI,280.16,281.05,0.89,0.546,0.566
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,MA1,280.16,281.23,1.07,0.546,0.571
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,MA1,281.28,282.52,1.24,0.572,0.601
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,CHI,282.73,283.314,0.584,0.606,0.619
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,MA1,282.84,284.52,1.68,0.608,0.647
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,CHI,285.35,285.89,0.54,0.667,0.68
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,MA1,286.33,287.12,0.79,0.69,0.708
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,CHI,288.0,288.91,0.91,0.729,0.75
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,FA1,288.92,289.45,0.53,0.75,0.763
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,MA1,289.11,290.23,1.12,0.755,0.781
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,FA1,290.48,291.58,1.1,0.787,0.813
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,MA1,290.6,292.21,1.61,0.79,0.827
COU_SL49_020000_600000_900000_random-15.eaf_0,COU_SL49_020000_600000_900000_random-15.eaf,24,256.82,299.6,CHI,298.52,299.6,1.08,0.975,1.0
COU_WM15_020510_21900000_22200000_random-7.eaf_0,COU_WM15_020510_21900000_22200000_random-7.eaf,29,19.83,73.181,CHI,19.83,20.306,0.476,0.0,0.009
COU_WM15_020510_21900000_22200000_random-7.eaf_0,COU_WM15_020510_21900000_22200000_random-7.eaf,29,19.83,73.181,CHI,24.996,25.445,0.449,0.097,0.105
COU_WM15_020510_21900000_22200000_random-7.eaf_0,COU_WM15_020510_21900000_22200000_random-7.eaf,29,19.83,73.181,FA1,30.65,31.81,1.16,0.203,0.225
COU_WM15_020510_21900000_22200000_random-7.eaf_0,COU_WM15_020510_21900000_22200000_random-7.eaf,29,19.83,73.181,CHI,32.342,33.05,0.708,0.235,0.248
COU_WM15_020510_21900000_22200000_random-7.eaf_0,COU_WM15_020510_21900000_22200000_random-7.eaf,29,19.83,73.181,FA1,38.46,39.256,0.796,0.349,0.364
COU_WM15_020510_21900000_22200000_random-7.eaf_0,COU_WM15_020510_21900000_22200000_random-7.eaf,29,19.83,73.181,FA1,39.49,40.29,0.8,0.369,0.383
COU_WM15_020510_21900000_22200000_random-7.eaf_0,COU_WM15_020510_21900000_22200000_random-7.eaf,29,19.83,73.181,CHI,40.4,40.98,0.58,0.386,0.396
COU_WM15_020510_21900000_22200000_random-7.eaf_0,COU_WM15_020510_21900000_22200000_random-7.eaf,29,19.83,73.181,FA1,41.06,42.35,1.29,0.398,0.422
COU_WM15_020510_21900000_22200000_random-7.eaf_0,COU_WM15_020510_21900000_22200000_random-7.eaf,29,19.83,73.181,CHI,42.66,43.66,1.0,0.428,0.447
COU_WM15_020510_21900000_22200000_random-7.eaf_0,COU_WM15_020510_21900000_22200000_random-7.eaf,29,19.83,73.181,CHI,50.181,50.87,0.689,0.569,0.582
COU_WM15_020510_21900000_22200000_random-7.eaf_0,COU_WM15_020510_21900000_22200000_random-7.eaf,29,19.83,73.181,MA1,50.7,52.096,1.396,0.579,0.605
